,ts,tx,ty,tz,rx,ry,rz,motor0,motor1
162,1543197960.510007,0.014784058535099029,-0.25975027885437013,-0.15346763105392455,-2.4650768012661928,-0.013287675606256443,-1.5434946578255537,1236,3692
163,1543197960.51998,0.015465374445915222,-0.25977249164581295,-0.15332326002120972,-2.4685260400894555,-0.013358198714947634,-1.5437781080407345,1236,3692
164,1543197960.530007,0.015923539006710053,-0.2597907318115234,-0.15322878904342652,-2.4701285305241942,-0.013639823906739934,-1.5435323921602198,1236,3692
165,1543197960.539983,0.016363982689380645,-0.25980979557037354,-0.15316218700408935,-2.4718448305467815,-0.013597640310423877,-1.5434863143580744,1236,3692
166,1543197960.550015,0.016961993062496183,-0.25976919727325437,-0.1531070789337158,-2.4743790856944883,-0.012926400908206511,-1.543739093985975,1236,3692
167,1543197960.560001,0.01736971254348755,-0.2597614942550659,-0.15299461002349854,-2.4756683339132963,-0.013092443085252255,-1.5433662027284405,1236,3692
168,1543197960.569978,0.01799498324394226,-0.2597287685394287,-0.15285023899078368,-2.47894280454441,-0.012795576672642016,-1.5433777178212662,1220,3711
169,1543197960.580016,0.018227955639362334,-0.25973085174560545,-0.15280072650909424,-2.4810374810225,-0.012413449746930033,-1.5446049871238714,1220,3711
170,1543197960.590011,0.01873713604211807,-0.25971772270202637,-0.15274004707336425,-2.4824454589761284,-0.012321475639212248,-1.54405726804219,1220,3711
171,1543197960.600018,0.019389028179645537,-0.2597346305847168,-0.15261903944015504,-2.484678747849964,-0.012381137828623556,-1.5439375835973859,1220,3711
172,1543197960.609978,0.019788025748729704,-0.25975081176757814,-0.1525015441894531,-2.486422870495804,-0.01247125203921959,-1.5438660942436577,1220,3711
173,1543197960.619977,0.020350026631355284,-0.25968630504608153,-0.1524338399887085,-2.4892475093811512,-0.01169998660719592,-1.5446210815801003,1220,3711
174,1543197960.630006,0.02081186556816101,-0.2597271213531494,-0.1522377884864807,-2.4906001914532774,-0.01235363519538239,-1.5441736309089442,1202,3731
175,1543197960.640008,0.02114593402147293,-0.2597040849685669,-0.1521970085144043,-2.4915845667311878,-0.012036033355839686,-1.5447168887356115,1202,3731
176,1543197960.650018,0.021840916430950163,-0.2597073308944702,-0.1520682494163513,-2.4936202717141334,-0.011861974466437506,-1.5445765134089562,1202,3731
177,1543197960.660009,0.022261616587638856,-0.2597149127960205,-0.15197329397201537,-2.4946639104705364,-0.011952005866616957,-1.544734462560024,1202,3731
178,1543197960.669975,0.022930145609378814,-0.2597583936691284,-0.15179045629501342,-2.495895916469424,-0.01250294512497577,-1.5443114527237165,1202,3731
179,1543197960.680006,0.023281657886505127,-0.2597635774612427,-0.15174680585861205,-2.4974143899442645,-0.012294513627923444,-1.544607969353908,1202,3731
180,1543197960.690006,0.023710216999053953,-0.2597370286941528,-0.15168068828582762,-2.4991885826961413,-0.011922686994417033,-1.5448533913781262,1202,3731
181,1543197960.700044,0.024412296843528747,-0.25970316448211667,-0.1514573613166809,-2.5015387685367863,-0.011708478832889382,-1.5446402449665773,1186,3748
182,1543197960.710004,0.02487365585565567,-0.2596667810440063,-0.15136781978607178,-2.5032700635897736,-0.011136649350886872,-1.5450360966785326,1186,3748
